,headline,date,snippet,source
2369,"Nikkei edges up on Wall St gains, but China concerns cap market",17/08/2015,"lithium-ion batteriesBy Ayai TomisawaTOKYO, Aug 18 (Reuters) - Japanese-generation lithium-ionbatteries to be used in electric vehicles",reuters
2370,Dutch engineer develops autonomous quadcopter vehicle,11/08/2015,engines are powered by lithium battery and has an aluminum alloy structure,reuters
2371,Japanese engineer develops world's first 'car in a bag',10/08/2015,"at Cocoa Motors recently unveiled the lithium battery-powered ""WalkCar",reuters
2372,Pocket-sized personal transporters could soon be seen on the streets of Tokyo,07/08/2015,"Motors recently unveiled the lithium battery-powered ""WalkCar"" transporter",reuters
2373,Nvidia recalls some Shield tablets due to battery fire fears,31/07/2015,"such concerns in the future.""""Products containing lithium-ion batteries",reuters
2374,CORRECTED-UPDATE 2-Nvidia recalls some Shield tablets due to battery fire fears,31/07/2015,"to avoid suchconcerns in the future.""""Products containing lithium",reuters
2375,Lithium find in exploding star could help solve astronomy puzzle,29/07/2015,"SANTIAGO (Reuters) - Astronomers have discovered lithium in a type lithium in Nova Centauri, which exploded in 2013 - the brightest nova so",reuters
2376,General Electric aims big in energy storage after battery step back,26/07/2015,", GE is offering customers the option to install lithium-ion batteries deals to supply energy storage projects with lithium ion batteries",reuters
2377,BRIEF-Arkema and Hydro-Quebec set up laboratory for lithium-ion batteries,09/07/2015,a joint laboratory forlithium-ion batteries* Collaboration is between,reuters
2378,RPT-French renewables power grid pilot shows limits of batteries in Europe,06/07/2015,20 lithium-ion batteries torooftop solar panels. Residents themselves,reuters
2379,French renewables power grid pilot shows limits of batteries in Europe,05/07/2015,"/hour, ERDF has connected 20 lithium-ion batteries to rooftop solar",reuters
2380,AeroMexico Dreamliner makes emergency landing in Ireland,29/06/2015,the worldwide 787 fleet in January 2013 after lithium-based batteries,reuters
2381,Smart cycle jacket could save lives on Mexico City's roads,19/06/2015,by a lightweight rechargeable lithium battery.The busy Mexican,reuters
2382,France's Peugeot teams up with Bollore on electric cars,17/06/2015,are betting on a different technology known as lithium ion batteries,reuters
2383,Panasonic to send hundreds to Tesla Gigafactory from autumn,08/06/2015,", is partnering with Tesla to makelithium-ion batteries at the eco-car",reuters
2384,EDF bets on 'French Tesla'in $100 million start-up venture fund,27/05/2015,", told reporters its lithium-ion batteries were as good as Tesla's",reuters
2385,"EDF bets on ""French Tesla"" in $100 mln start-up venture fund",27/05/2015,"Gurtner, told reporters itslithium-ion batteries were as good",reuters
2386,"BRIEF-Thai Bangchak targets avg refining capacity of 110,000 bpd annually over next 3 years",14/05/2015,in Lithium business in the United States in the middle of 2015.Further,reuters
2387,"Apple, A123 close to settling battery hiring lawsuit",13/05/2015,to comment.A123 Systems is a pioneering industrial lithium-ion battery,reuters
2388,DIARY-U.S. MEETINGS/WEEK AHEAD,13/05/2015,Lithium at Credit Suisse Disruptive Technology Conf13 May,reuters
2389,Swiss stocks - Factors to watch on May 11,11/05/2015,for the manufacturing and thecommercialization of Lithium ion storage systems,reuters
2390,BRIEF-Leclanche and Litarion announce supply agreement for graphite NMC lithium-ion electrodes,11/05/2015,(an Electrovaya company) announce asupply agreement for graphite NMC lithiumcollaboration and sees two of Europe's largest lithium ionproduction,reuters
2391,Israeli defence firm Elbit shifts gears with electric buses,07/05/2015,supercapacitor - combined with a lithium ion battery - giving itboth the high,reuters
2392,RPT-Japan to hand over data ahead of Australia submarine bid-sources,06/05/2015,"it isinterested in Tokyo's 4,000-tonne Soryu class sub and itslithium-ion",reuters
2393,BRIEF-Leclanche and Visedo Oy enter into strategic alliance,04/05/2015,highquality lithium-ion solutions and batteries with long calendar,reuters
2394,Safer packaging sought for lithium battery air cargo: U.N. panel,01/05/2015,"to ship lithium batteries, which pilots and plane makers say pose to develop safer packaging for the transport of lithium ion batteries used",reuters
2395,Safer packaging sought for lithium battery air cargo -U.N. panel,01/05/2015,"packaging to ship lithium batteries, which pilots and planemakers say to develop safer packaging for the transport of lithiumion batteries",reuters
2396,Tesla hunts for new revenue in home storage batteries,30/04/2015,Government subsidies and a dramatic drop in the price of lithium ion,reuters
2397,Chile's SQM delays U.S. report filing as payment probe continues,30/04/2015,", the world's biggest lithiumproducer, has been embroiled in a scandal over fake",reuters
2398,"AES says power storage business expanding into Europe, new U.S. markets",27/04/2015,demonstration projects.Energy storage systems such as the lithium ion for more renewable energy and a sharpdrop in the price of lithium ion,reuters
2399,Chile's Bachelet apologises for slow response to scandals,24/04/2015,for invoicinglithium producer SQM and financial groupPenta for services,reuters
2400,'Safest bike ever' devised by British entrepreneur,23/04/2015,11.6-Ah lithium-ion battery. A full four-hour charge will allow riders-volt 11.6-Ah lithium-ion battery. A full four-hour charge will allow,reuters
2401,Rise of e-commerce poses safety concern for China's air transport: IATA,23/04/2015,"on Thursday.Ensuring the safe transport of lithium batteries is of particularly of lithium batteries, particularly in China,"" Tyler said.""It would",reuters
2402,Rise of e-commerce poses safety concern for China's air transport-IATA,23/04/2015,"on Thursday.Ensuring the safe transport of lithium batteriesin the area of lithium batteries, particularly in China,"" Tylersaid.""It would",reuters
2403,Chairman Julio Ponce not standing for new board at Chile's SQM,22/04/2015,", the world's biggest producer of key batteryingredient lithium, has been",reuters
2404,Power slips from Pinochet cronies as Chile's lithium giant reboots board,22/04/2015,"supplier of lithium, iodineBy Rosalba O'Brien and Felipe Iturrieta biggest producer of key battery ingredient lithium,hangs in the balance",reuters
2405,Rocket startup unveils battery-powered engine for small satellite launches,14/04/2015,electric motors and lithium polymer batteries to drive its turbopumps,reuters
2406,Rocket startup unveils battery-powered engine for small sat launches,14/04/2015,cycle uses electricmotors and lithium polymer batteries to drive its,reuters
2407,BRIEF-Leclanche and Younicos partner on Graciosa project,10/04/2015,"Solution(BESS), using its industry-leading lithium-ion batteries, which",reuters
2408,New aluminium battery for smartphones can be charged in a minute,07/04/2015,"the new aluminium-ion battery has the potential toreplace lithium-ion lithium-ion batteries, which occasionallyburst into flames, they added",reuters
2409,New aluminum battery for smartphones can be charged in a minute,07/04/2015,"aluminum-ion battery has the potential to replace lithium-ion batteries, used faster, the new aluminum battery is safer than existing lithium-ion",reuters
2410,BASF sues Umicore in United States for patent infringements,02/04/2015,for lithium-ion batteries.BASF has been investing hundreds of millions of euros by lithium-ion batteries.The German company said it had filed suits,reuters
2411,Chile's SQM sees Q1 results hit by extra expenses following scandal,31/03/2015,"and lithium reserves, said earlier this month it had identifiedaround $11",reuters
2412,German stocks - Factors to watch on March 31,31/03/2015,to supply a pilot systemfor the manufacture of lithium-ion battery,reuters
2413,Bionic ants could be tomorrow's factory workers,30/03/2015,""". The antennae double up as chargers for the lithium batteries that power",reuters
2414,U.S.-based shareholder of Chile's SQM demands board shake-up,27/03/2015,to some of the world's biggestnitrates and lithium reserves,reuters
2415,RPT-Automakers race to double the driving range of affordable electric cars,25/03/2015,"an advanced lithium-ion battery packdeveloped by Korea's LG Chem technology is and where it's going.""LG Chem also supplies standard lithium",reuters
2416,Automakers race to double the driving range of affordable electric cars,24/03/2015,", by late 2016. The Bolt will use an advanced lithium-ion battery pack Chem also supplies standard lithium-ion batteries to the Ford Focus",reuters
2417,Potash Corp representatives resign from SQM board as scandal deepens,18/03/2015,"of the world's biggest nitrates and lithiumreserves.As a result, it has",reuters
2418,U.S. FAA ineffective to ensure compliance on hazardous materials: study,17/03/2015,"including lithium batteries, a government watchdog said on Tuesday.A report that high-density packages of lithium batteries, like those used",reuters
2419,U.S. FAA ineffective to ensure compliance on hazardous materials -study,17/03/2015,"materials including lithium batteries, a governmentwatchdog said on Tuesday BoeingCo said that high-density packages of lithium batteries,like those",reuters
2420,Chile's SQM fires CEO tied to campaign finance scandal,17/03/2015,the rights to some of the world'slargest reserves of nitrates and lithium,reuters
2421,Miami hosts first Formula E electric car race in U.S,14/03/2015,"an identical chassis and drivetrain, as well as a massive lithium ion",reuters
2422,Apple seeks to dismiss lawsuit filed by electric battery maker,10/03/2015,"industrial lithium-ion batterymaker, which was backed by a $249 selling off assets.Lithium-ion is a battery technology that can",reuters
2423,"Boeing says lithium batteries pose cargo risk, backs ban",10/03/2015,"packages of lithium batteries like those used in cell phones and laptops quantities of lithium batteries,"" posing an ""unacceptable risk",reuters
2424,Aircraft makers call for ban on lithium battery shipments: AP,10/03/2015,"of bulk lithium batteries on passenger planes, calling the threat of fire in a statement that lithium-ion battery makers were committed to the safe",reuters
2425,REFILE-Aircraft makers call for ban on lithium battery shipments - AP,10/03/2015,aban on shipment of bulk lithium batteries on passenger planes.The Rechargeable Battery Association said in a statementthat lithium,reuters
2426,Apple exploring settlement with electric car battery maker,03/03/2015,"is a pioneering industrial lithium-ion batterymaker, which was backed and has been selling off assets.Lithium-ion is a battery technology",reuters
2427,"What to Watch in the Day Ahead - Tuesday, Mar. 3",02/03/2015,", a Chilean nitrates and lithium producer, will release itsannual results competition from a new state-run lithiumcompany and falling iodine prices",reuters
2428,German stocks - Factors to watch on February 24,24/02/2015,for lithium-ion batteries.LUFTHANSAIndicated 0.1 percent lower,reuters
2429,European Factors to Watch-Shares seen taking a breather near multi-year highs,24/02/2015,specialising in cathode materials for lithium-ionbatteries.LUFTHANSA,reuters
2430,Asahi Kasei eyes electric car growth with $2.2 billion Polypore battery deal,23/02/2015,produce lithium-ion battery separators used in electronic gadgets,reuters
2431,Apple hiring big brains in car battery space,20/02/2015,"building its industrial lithium-ion battery capabilities, adding to evidence",reuters
2432,Apple poaching auto engineers to build battery division: lawsuit,19/02/2015,"lithium-ion battery maker, which was backed by a $249 million U.S assets.Lithium-ion is a battery technology that can be used",reuters
2433,Apple poaching auto engineers to build battery division -lawsuit,19/02/2015,"lithium-ion battery maker, which was backed by a $249 million U.S assets.Lithium-ion is a battery technology that can be used",reuters
2434,China stocks hit 3-week highs as property shares up on pricing data,16/02/2015,surged. Shares of Sichuan Tianqi Lithium Industries Inc jumped 10,reuters
